reward,loss,entropy
0.740537500000002,2.6229496002197266,1.3861022165417678
0.721950000000002,2.7105720043182373,1.3860209995508206
0.5042125000000006,2.3408091068267822,1.385968773663044
0.7781875000000017,2.724330425262451,1.3859140515327455
0.6055250000000023,2.449571371078491,1.3858529961109163
0.9991000000000022,2.8362581729888916,1.3857763582468035
0.7311750000000019,2.7445406913757324,1.385688870549202
0.8975875000000021,2.958070755004883,1.3856002935767164
0.6119500000000009,2.4239306449890137,1.3854389795660964
0.6908000000000017,2.4995272159576416,1.3851848548650743
1.1193250000000026,2.8027443885803223,1.3848504513502122
0.4074625,2.3716647624969482,1.384338772892952
1.0402125000000033,2.587264060974121,1.3835132798552519
0.848462500000002,2.571830987930298,1.3821722087264066
0.8285375000000024,2.617555618286133,1.3798793864250185
0.9313500000000033,2.314664363861084,1.3761020696163178
0.8717500000000035,2.35854434967041,1.371798242032529
0.5392000000000011,2.022770404815674,1.3668487080931655
0.6532875000000019,2.282255172729492,1.366737998127937
0.778037500000003,2.271035671234131,1.3697067931294444
0.862012500000003,2.3946077823638916,1.373012688457966
1.033275000000003,2.6201164722442627,1.3759037098288542
0.6380875000000008,2.113269329071045,1.3772668334841727
0.8633500000000018,2.5602269172668457,1.3786425152420987
0.9508000000000033,2.390777587890625,1.3788800317049026
1.363175000000003,2.796947717666626,1.3791179418563835
0.6759000000000011,2.334712028503418,1.3790235307812684
1.1780625000000027,2.7054636478424072,1.378808332681657
1.0217375000000026,2.347012758255005,1.3783664897084236
0.9455500000000032,2.375220537185669,1.3780612820386884
0.6392000000000017,2.089945077896118,1.3775560033321377
1.0767000000000035,2.4667515754699707,1.3768817269802085
0.7397250000000029,2.3215060234069824,1.37527476400137
1.3300375000000033,2.454190731048584,1.3742195865511897
0.7822750000000033,2.2725794315338135,1.3732347270846368
1.1547750000000032,2.6872005462646484,1.3741359543800344
0.4907750000000012,2.110942840576172,1.37573002845049
0.8519000000000024,2.4201548099517822,1.3779294490814211
0.7683125000000025,2.274836778640747,1.3798249667882916
0.8757000000000024,2.313666820526123,1.3811781957745555
0.899150000000003,2.278229236602783,1.382330406308174
0.6613500000000005,2.3744921684265137,1.3832831248641022
0.7692125000000017,2.224684476852417,1.3837707808613777
0.7746500000000032,2.3104281425476074,1.3841833409667008
1.4704625000000038,2.7507805824279785,1.3847076290845872
1.0048625000000029,2.531278610229492,1.3848397159576415
0.6333750000000011,2.259194850921631,1.3849986642599108
0.7818250000000033,2.228302478790283,1.385147136747838
0.7066000000000026,2.179655075073242,1.3852199566364292
0.915725000000002,2.4624173641204834,1.3849368262290955
1.1268875000000043,2.4703218936920166,1.3846153220534334
0.5340875000000004,1.908520221710205,1.3840423014760024
0.9429875000000028,2.3179233074188232,1.3833347341418274
0.614712500000001,2.234867811203003,1.3826057264208793
1.2617125000000033,2.437056064605713,1.3821774014830588
0.7372375000000022,2.1903481483459473,1.3820496305823327
1.0179375000000024,2.377916097640991,1.381870439648629
0.7543125000000025,2.203181266784668,1.3818140104413035
0.858737500000003,2.5713608264923096,1.3822468498349187
0.6471625000000012,2.214991331100464,1.38226714849472
1.0282500000000028,2.4709665775299072,1.3825459384918215
0.8644000000000036,2.28291654586792,1.3827234148979186
0.5920375000000018,2.1317577362060547,1.3829514917731287
0.6063625000000006,2.3286988735198975,1.3830788871645925
1.1364875000000032,2.452596664428711,1.3834771811962123
0.7044125000000012,2.180783748626709,1.3836330753564838
0.6420375000000016,2.156881093978882,1.3836990100145339
0.9756125000000033,2.456404209136963,1.3838464659452439
0.8332750000000031,2.433131456375122,1.3840450745820994
1.137550000000003,2.4006032943725586,1.383980723917484
0.9959750000000036,2.4631361961364746,1.383698151409626
0.8524500000000036,2.1832478046417236,1.3831564784049988
0.6876375000000011,2.414067029953003,1.3825077101588261
0.7564875000000023,2.463010311126709,1.381973367035388
0.8427500000000037,2.5159153938293457,1.3813230600953108
0.7245000000000018,2.282881021499634,1.3807996997237206
0.8755500000000018,2.313600778579712,1.380389986038209
0.6823625000000015,2.3426449298858643,1.3802677458524701
